Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
56436,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,atratus,"(Lynch, 1979)",,,,,Eleutherodactylus atratus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
46086220,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,aureoventris,"Kok, Means & Bossuyt, 2011",,,,,"",,,,EN,B1ab(iii)+2ab(iii),3.1,2014,stable,N
56447,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,bacchus,"(Lynch, 1984)",,,,,Eleutherodactylus bacchus  ,Wine Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56450,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,balionotus,"(Lynch, 1979)",,,,,Eleutherodactylus balionotus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56453,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,baryecuus,"(Lynch, 1979)",,,,,Eleutherodactylus baryecuus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56457,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,bellona,"(Lynch, 1992)",,,,,Eleutherodactylus bellona  ,Murri Robber Frog,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
56483,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,cabrerai,"(Cochran & Goin, 1970)",,,,,Eleutherodactylus cabrerai  |Eleutherodactylus surdus subspecies cabrerai,Valle Robber Frog,,Rana Camuflada,EN,B1ab(iii),3.1,2004,decreasing,N
56484,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,cacao,"(Lynch, 1992)",,,,,Eleutherodactylus cacao  ,Cacao Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56487,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,calcaratus,"(Boulenger, 1908)",,,,,Eleutherodactylus calcaratus  ,San Antonio Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56491,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,capitonis,"(Lynch, 1998)",,,,,Eleutherodactylus capitonis  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56512,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,chrysops,"(Lynch and Ruíz-Carranza, 1996)",,,,,Eleutherodactylus chrysops  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56518,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,colomai,"(Lynch and Duellman, 1997)",,,,,Eleutherodactylus colomai  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56526,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,cosnipatae,"(Duellman, 1978)",,,,,Eleutherodactylus cosnipatae  ,Rio Cosnipata Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56529,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,cremnobates,"(Lynch and Duellman, 1980)",,,,,Eleutherodactylus cremnobates  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56530,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,crenunguis,"(Lynch, 1976)",,,,,Eleutherodactylus crenunguis  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56538,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,cryophilius,"(Lynch, 1979)",,,,,Eleutherodactylus cryophilius  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56539,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,cryptomelas,"(Lynch, 1979)",,,,,Eleutherodactylus cryptomelas  ,Cryptic Robber Frog,,Rana Ladrona Críptica,EN,B1ab(iii),3.1,2004,decreasing,N
56552,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,degener,"(Lynch and Duellman, 1997)",,,,,Eleutherodactylus degener  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56553,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,deinops,"(Lynch, 1996)",,,,,Eleutherodactylus deinops  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56557,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,devillei,"(Boulenger, 1880)",,,,,Eleutherodactylus devillei  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56565,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,dissimulatus,"(Lynch and Duellman, 1997)",,,,,Eleutherodactylus dissimulatus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56569,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,dorsopictus,"(Rivero & Serna, 1988)",,,,,Eleutherodactylus dorsopictus  ,Serna's Robber Frog,,Rana Amarilla Y Listas Negras,EN,B1ab(iii),3.1,2004,decreasing,N
56591,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,eugeniae,"(Lynch and Duellman, 1997)",,,,,Eleutherodactylus eugeniae  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56593,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,euphronides,"(Schwartz, 1967)",,,,,Eleutherodactylus euphronides  |Eleutherodactylus euphronides  |Eleutherodactylus urichi subspecies euphronides|Eleutherodactylus urichi euphronides  ,,,,EN,B1ab(iii),3.1,2010,decreasing,N
173002,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,fasciatus,"Barrio-Amorós, Rojas-Runjaic & Infante, 2007",,,,,"",,,,EN,B1ab(iii),3.1,2011,unknown,N
57014,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,festae,"(Peracca, 1904)",,,,,Eleutherodactylus trepidotus  |Paludicola festae  |Pristimantis trepidotus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56600,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,fetosus,"(Lynch and Rueda-Almonacid, 1998)",,,,,Eleutherodactylus fetosus  ,,,Rana Camuflada,EN,B1ab(iii),3.1,2004,decreasing,N
56613,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,gentryi,"(Lynch and Duellman, 1997)",,,,,Eleutherodactylus gentryi  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56614,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,ginesi,"(Rivero, 1964)",,,,,Eleutherodactylus ginesi  |Eupsophus ginesi  |Paramophrynella ginesi  ,Rangel Robber Frog,,Sapito Paramero De Gines,EN,B1ab(v),3.1,2008,decreasing,N
56615,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,gladiator,"(Lynch, 1976)",,,,,Eleutherodactylus gladiator  |Eleutherodactylus gladiator  ,,,,EN,B1ab(iii),3.1,2010,unknown,N
56619,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,glandulosus,"(Boulenger, 1880)",,,,,Eleutherodactylus glandulosus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56650,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,helvolus,"(Lynch and Rueda-Almonacid, 1998)",,,,,Eleutherodactylus helvolus  ,,,Rana Pierniamarilla,EN,B1ab(iii),3.1,2004,decreasing,N
56652,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,hernandezi,"(Lynch and Ruíz-Carranza, 1983)",,,,,Eleutherodactylus hernandezi  ,Hernandez's Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56662,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,ignicolor,"(Lynch and Duellman, 1980)",,,,,Eleutherodactylus ignicolor  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56666,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,incanus,"(Lynch and Duellman, 1980)",,,,,Eleutherodactylus incanus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56673,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,insignitus,"(Ruthven, 1917)",,,,,<i> Eleutherodactylus insignitus</i>,Ground Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56683,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,johannesdei,"(Rivero & Serna, 1988)",,,,,Eleutherodactylus johannesdei  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56685,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,jorgevelosai,"(Lynch, 1994)",,,,,Eleutherodactylus jorgevelosai  ,,,,EN,"B1ab(iii,v)",3.1,2004,decreasing,N
56691,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,katoptroides,"(Flores, 1988)",,,,,Eleutherodactylus katoptroides  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56699,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,lancinii,"(Donoso-Barros, 1965)",,,,,Eleutherodactylus lancinii  |Eupsophus lancinii  |Mucubatrachus lancinii  ,Lancini's Robber Frog,,Ranita Paramera De Lancini,EN,B1ab(v),3.1,2008,decreasing,N
56709,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,lemur,"(Lynch and Rueda-Almonacid, 1998)",,,,,Eleutherodactylus lemur  ,,,Rana Picuda,EN,B1ab(iii),3.1,2004,decreasing,N
56723,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,lividus,"(Lynch & Duellman, 1980)",,,,,Eleutherodactylus lividus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56729,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,loustes,"(Lynch, 1979)",,,,,Eleutherodactylus loustes  ,,,,EN,B1ab(iii)+2ab(iii),3.1,2004,decreasing,N
56738,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,maculosus,"(Lynch, 1991)",,,,,Eleutherodactylus maculosus  ,Spotted Robber Frog,,Rana De Ingles Negras Y Blancas,EN,B1ab(iii),3.1,2004,decreasing,N
56745,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,mars,"(Lynch and Ruíz-Carranza, 1996)",,,,,Eleutherodactylus mars  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56755,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,melanogaster,"(Duellman & Pramuk, 1999)",,,,,Craugastor melanogaster|Eleutherodactylus melanogaster,,,,EN,B1ab(iii),3.1,2014,unknown,N
56762,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,merostictus,"(Lynch, 1984)",,,,,Eleutherodactylus merostictus  ,Bogotacito Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56769,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,mnionaetes,"(Lynch, 1998)",,,,,Eleutherodactylus mnionaetes  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56771,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,modipeplus,"(Lynch, 1981)",,,,,Eleutherodactylus modipeplus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56780,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,museosus,"(Ibáñez, Jaramillo and Arosemena, 1994)",,,,,Eleutherodactylus marshae  |Eleutherodactylus museosus  |Eleutherodactylus museosus  ,,,Rana Mususas,EN,B1ab(iii),3.1,2010,unknown,N
74106939,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,mutabilis,"Guayasamin, Krynak, Krynak, Culebras & Hutter, 2015",,,,,"","Mutable Rainfrog, 'Punk Rock' Rainfrog",,Cutín Mutable,EN,B1ab(iii),3.1,2016,decreasing,N
56804,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,ocreatus,"(Lynch, 1981)",,,,,Eleutherodactylus ocreatus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56814,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,orestes,"(Lynch, 1979)",,,,,Eleutherodactylus orestes  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
135751,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,ornatus,"(Lehr, Lundberg, Aguilar & von May, 2006)",,,,,Eleutherodactylus ornatus,,,,EN,B1ab(iii),3.1,2014,stable,N
56826,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,paramerus,"(Rivero, 1982)",,,,,Eleutherodactylus paramerus  |Mucubatrachus paramerus  ,,,Ranita Paramera,EN,B1ab(iii),3.1,2008,decreasing,N
56829,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,parectatus,"(Lynch and Rueda-Almonacid, 1998)",,,,,Eleutherodactylus parectatus  ,,,Rana Diminuta,EN,B1ab(iii),3.1,2004,decreasing,N
56832,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,pastazensis,"(Andersson, 1945)",,,,,Eleutherodactylus pastazensis  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56845,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,percultus,"(Lynch, 1979)",,,,,Eleutherodactylus percultus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56871,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,polychrus,"(Ruíz-Carranza, Lynch and Ardila-Robayo, 1997)",,,,,Eleutherodactylus polychrus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56878,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,prolatus,"(Lynch and Duellman, 1980)",,,,,Eleutherodactylus prolatus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56880,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,proserpens,"(Lynch, 1979)",,,,,Eleutherodactylus proserpens  ,Sapote Robber Frog,,Cutín de Sapote,EN,B1ab(iii),3.1,2004,decreasing,N
56884,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,pteridophilus,"(Lynch and Duellman, 1997)",,,,,Eleutherodactylus pteridophilus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56890,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,pycnodermis,"(Lynch, 1979)",,,,,Eleutherodactylus pycnodermis  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56892,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,pyrrhomerus,"(Lynch, 1976)",,,,,Eleutherodactylus pyrrhomerus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56904,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,renjiforum,"(Lynch, 2000)",,,,,Eleutherodactylus renjiforum  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56911,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,rhodoplichus,"(Duellman and Wild, 1993)",,,,,Eleutherodactylus rhodoplichus  ,Canchaque Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
194803,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,rivasi,"Barrio-Amorós, Rojas-Runjaic & Barros, 2010",,,,,"",,,,EN,B1ab(iii),3.1,2012,unknown,N
56927,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,rubicundus,"(Jiménez de la Espada, 1875)",,,,,Eleutherodactylus rubicundus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56939,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,ruthveni,"(Lynch & Ruíz-Carranza, 1985)",,,,,<i> Eleutherodactylus ruthveni</i>,Ruthven's Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56957,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,scoloblepharus,"(Lynch, 1991)",,,,,Eleutherodactylus scoloblepharus  ,Los Patos Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56958,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,scolodiscus,"(Lynch and Burrowes, 1990)",,,,,Eleutherodactylus scolodiscus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56961,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,shrevei,"(Schwartz, 1967)",,,,,Eleutherodactylus shrevei  |Eleutherodactylus urichi subspecies shrevei,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56965,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,simonbolivari,"(Wiens and Coloma, 1992)",,,,,Eleutherodactylus simonbolivari  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56966,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,simoteriscus,"(Lynch, Ruíz-Carranza and Ardila-Robayo, 1996)",,,,,Eleutherodactylus simoteriscus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56969,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,siopelus,"(Lynch and Burrowes, 1990)",,,,,Eleutherodactylus siopelus  ,Reserve Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56971,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,sobetes,"(Lynch, 1980)",,,,,Eleutherodactylus sobetes  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56974,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,spilogaster,"(Lynch, 1984)",,,,,Eleutherodactylus spilogaster  ,Gambita Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56982,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,suetus,"(Lynch and Rueda-Almonacid, 1998)",,,,,Eleutherodactylus suetus  ,,,Rana Minuscula,EN,B1ab(iii),3.1,2004,decreasing,N
56984,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,sulculus,"(Lynch and Burrowes, 1990)",,,,,Eleutherodactylus sulculus  ,Channel Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
56986,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,surdus,"(Boulenger, 1882)",,,,,Eleutherodactylus surdus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
56998,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,tenebrionis,"(Lynch and Miyata, 1980)",,,,,Eleutherodactylus tenebrionis  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
57005,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,thymalopsoides,"(Lynch, 1976)",,,,,Eleutherodactylus thymalopsoides  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
57016,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,truebae,"(Lynch and Duellman, 1997)",,,,,Eleutherodactylus truebae  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
57020,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,turumiquirensis,"(Rivero, 1961)",,,,,Eleutherodactylus turumiquirensis  ,,,Ranita Nublada Del Turumiquire,EN,B1ab(iii),3.1,2004,decreasing,N
57027,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,urichi,"(Boettger, 1894)",,,,,Eleutherodactylus urichi  ,Lesser Antilles Robber Frog,,Sapito Oriental De Urich,EN,A2ae,3.1,2004,decreasing,N
57042,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,vidua,"(Lynch, 1979)",,,,,Eleutherodactylus vidua  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
57046,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,viridicans,"(Lynch, 1977)",,,,,Eleutherodactylus viridicans  ,Cerro Munchique Robber Frog,,,EN,B1ab(iii),3.1,2004,decreasing,N
57068,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,CRAUGASTORIDAE,Pristimantis,zophus,"(Lynch and Ardila, 1999)",,,,,Eleutherodactylus zophus  ,,,,EN,B1ab(iii),3.1,2004,decreasing,N
39390,ANIMALIA,CHORDATA,CHONDRICHTHYES,RHINOPRISTIFORMES,PRISTIDAE,Pristis,clavata,"Garman, 1906",,,,,"","Dwarf Sawfish, Queensland Sawfish",,,EN,A2cd,3.1,2013,decreasing,N
18182,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Probarbus,jullieni,"Sauvage, 1880",,,,,Barbus pahangensis|Cyclocheilichthys jullieni,"Jullien's Golden Carp, Seven-striped Barb",Barbeau De Jullien,Carpilla Ikan Temoleh,EN,A2abcd,3.1,2011,decreasing,N
18183,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINIFORMES,CYPRINIDAE,Probarbus,labeamajor,"Roberts, 1992",,,,,"",Thicklipped Barb,,,EN,A2abcd,3.1,2011,decreasing,N
135988,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Probreviceps,durirostris,"Loader, Channing, Menegon & Davenport, 2006",,,,,"",,,,EN,B1ab(iii),3.1,2013,unknown,N
136142,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Probreviceps,loveridgei,"Parker, 1931",,,,,"",,,,EN,B1ab(iii),3.1,2013,stable,N
57980,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Probreviceps,macrodactylus,"(Nieden, 1926)",,,,,Breviceps macrodactylus|Breviceps usambaricus,Usambara Big-fingered Frog,,,EN,B1ab(iii),3.1,2013,unknown,N
57981,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Probreviceps,rhodesianus,"Poynton & Broadley, 1967",,,,,"","Forest Rain Frog, Highland Rain Frog, Highland Primitive Rain Frog, Zimbabwe Big-fingered Frog",,,EN,B1ab(iii),3.1,2015,decreasing,N
57982,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Probreviceps,rungwensis,"Loveridge, 1932",,,,,"",,,,EN,B1ab(iii),3.1,2013,unknown,N
57983,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,BREVICIPITIDAE,Probreviceps,uluguruensis,"(Loveridge, 1925)",,,,,"",,,,EN,B1ab(iii),3.1,2013,unknown,N
18230,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,BOVIDAE,Procapra,przewalskii,"(Büchner, 1891)",,,,,"",Przewalski's Gazelle,Gazelle de Przewalski,Gacela de Przewalski,EN,"B2ab(ii,iii)",3.1,2016,increasing,N
48283564,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GYMNOPHTHALMIDAE,Proctoporus,cephalolineatus,"Garcia-Perez & Yustiz, 1995",,,,,"",,,,EN,"B1ab(iii,v)",3.1,2016,decreasing,N
169366,ANIMALIA,CHORDATA,ACTINOPTERYGII,CYPRINODONTIFORMES,PROFUNDULIDAE,Profundulus,hildebrandi,"Miller, 1950",,,,,"",Chiapas Killifish,,Escamudo de San Cristóbal,EN,"A2ce+4ce; B1ab(i,iii,v)",3.1,2009,decreasing,N
18333,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CICHLIDAE,Prognathochromis,sp. nov. 'long snout',,,,,,"",,,,EN,"A1acde, B1+2ce",2.3,1996,,N
22731986,ANIMALIA,CHORDATA,AVES,PASSERIFORMES,HIRUNDINIDAE,Progne,modesta,"Gould, 1837",,,,,"","Galapagos Martin, Galápagos Martin",,,EN,C2a(i),3.1,2016,decreasing,N
18355,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,coquereli,"(A. Grandidier, 1867)",,,,,Propithecus verreauxi subspecies coquereli,"Coquerel's Sifaka, Crowned Sifaka",,,EN,A2acd,3.1,2014,decreasing,N
18356,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,coronatus,"Milne-Edwards, 1871",,,,,Propithecus verreauxi subspecies coronatus,Crowned Sifaka,,,EN,A2acd,3.1,2014,decreasing,N
18357,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,deckenii,"A. Grandidier, 1867",,,,,Propithecus verreauxi subspecies deckenii,"Van der Decken's Sifaka, Decken's Sifaka",,,EN,A2cd+3cd+4cd,3.1,2014,decreasing,N
18359,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,edwardsi,"A. Grandidier, 1871",,,,,Propithecus diadema subspecies edwardsi|Propithecus holomelas  ,"Milne-Edward's Sifaka, Milne-Edwards's Simpona",,,EN,A2cd+3cd+4cd,3.1,2014,decreasing,N
18354,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,INDRIIDAE,Propithecus,verreauxi,"A. Grandidier, 1867",,,,,Propithecus verreauxi subspecies verreauxi,Verreaux's Sifaka,Propithèque De Verreaux,,EN,A2acd+3cd+4acd,3.1,2014,decreasing,N
